Dataset,F1 Score (minor class),ROC AUC,PR AUC
1000_hypothyroid_cleaned.csv,0.9190339394113051,0.0012382652054634383,0.04108963389796361
1002_ipums_la_98-small_cleaned.csv,0.37433309600107373,0.1501558893092599,0.06079909286349875
1004_synthetic_control_cleaned.csv,1.0,1.0,1.0
1013_analcatdata_challenger_cleaned.csv,0.20864964343225212,0.7183462532299741,0.1667558282754361
1014_analcatdata_dmft_cleaned.csv,0.32095757435123945,0.5471530332717799,0.21716061127621944
1016_vowel_cleaned.csv,0.8609244324970131,0.9977777777777778,0.9835059277755592
1018_ipums_la_99-small_cleaned.csv,0.3014319099407066,0.10483724166682627,0.03500409010088842
1020_mfeat-karhunen_cleaned.csv,0.917833659398299,0.9940442987084778,0.9703098904265253
1021_page-blocks_cleaned.csv,0.7740432847004893,0.013965198428145522,0.05393881237415321
1022_mfeat-pixel_cleaned.csv,0.942069953263983,0.9951810392482034,0.9861013635413057
1023_soybean_cleaned.csv,0.7303417428090354,0.984216654840529,0.9275818046470161
1039_hiva_agnostic_cleaned.csv,0.2337960132077779,0.7676324029611844,0.28302136531452166
1045_kc1-top5_cleaned.csv,0.5,0.11516371443907675,0.04228328147848992
1049_pc4_cleaned.csv,0.5498501016677902,0.9315616914208954,0.6506325053111304
1050_pc3_cleaned.csv,0.39135543339441387,0.8315542604914752,0.3455964270270868
1056_mc1_cleaned.csv,0.11811943737658119,0.9572147243080967,0.33024692932943633
1059_ar1_cleaned.csv,0.1693121693121693,0.6881223328591748,0.22199657640834114
1061_ar4_cleaned.csv,0.6157407407407408,0.8839627805145046,0.719663710894986
1064_ar6_cleaned.csv,0.40482654600301665,0.641215106732348,0.418349135177362
1065_kc3_cleaned.csv,0.4207718307448765,0.8442211861980394,0.37913546314106855
311_oil_spill_cleaned.csv,0.4529074529074529,0.9187825074000467,0.5396118929948125
312_scene_cleaned.csv,0.6940754796542272,0.9492603833057616,0.8596356637524304
316_yeast_ml8_cleaned.csv,0.11545517707289428,0.8632089633562948,0.0987169494028644
38_sick_cleaned.csv,0.7918654700363069,0.9905843658821601,0.8575176103233567
450_analcatdata_lawsuit_cleaned.csv,0.9267399267399267,0.992586857085502,0.9121693121693122
463_backache_cleaned.csv,0.3219298245614035,0.7206196581196581,0.3090712498525838
757_meta_cleaned.csv,0.4424462037365262,0.14580403187998126,0.06183403440290603
764_analcatdata_apnea3_cleaned.csv,0.6393945884200757,0.0966762452884724,0.07604250029078431
765_analcatdata_apnea2_cleaned.csv,0.7621108306286813,0.06718909638617666,0.08177653356125342
767_analcatdata_apnea1_cleaned.csv,0.5978494623655913,0.07106337704163791,0.0760958715464166
865_analcatdata_neavote_cleaned.csv,0.12409812409812411,0.654121863799283,0.12501677888674792
867_visualizing_livestock_cleaned.csv,0.6093358395989975,0.17023809523809522,0.13161918028751082
875_analcatdata_chlamydia_cleaned.csv,0.7870370370370371,0.02204585537918872,0.12938893539829363
940_water-treatment_cleaned.csv,0.8475993763035863,0.9828008183712882,0.9187553973083696
947_arsenic-male-bladder_cleaned.csv,0.44512057696641877,0.14956818990228696,0.02953609437805994
949_arsenic-female-bladder_cleaned.csv,0.3756931142252243,0.20886027940535276,0.09078435664410078
950_arsenic-female-lung_cleaned.csv,0.5056022408963585,0.06474867724867725,0.021685110936430062
951_arsenic-male-lung_cleaned.csv,1.0,0.0,0.02191283224505609
954_spectrometer_cleaned.csv,0.7961959161469565,0.9889113446071282,0.9307883944419005
958_segment_cleaned.csv,0.9731874731874731,0.9993526170798899,0.9965149873247988
962_mfeat-morphological_cleaned.csv,0.9848481949727429,0.9987435298256194,0.9936390635579042
966_analcatdata_halloffame_cleaned.csv,0.606233188750796,0.040120350057116096,0.049999656699796474
968_analcatdata_birthday_cleaned.csv,0.659575345289631,0.9438997821350762,0.7170426368986438
971_mfeat-fourier_cleaned.csv,0.9823039555863984,0.9998072767475753,0.9984989503580829
976_JapaneseVowels_cleaned.csv,0.858006726202254,0.9928417274446216,0.965679826497552
978_mfeat-factors_cleaned.csv,0.9650943145236385,0.9955056786773205,0.9890891471475113
980_optdigits_cleaned.csv,0.8754592756368451,0.9946098630107244,0.9710035206565206
984_analcatdata_draft_cleaned.csv,0.13714777900824413,0.5593094311844312,0.13804822855907828
987_collins_cleaned.csv,1.0,1.0,0.9999999999999999
995_mfeat-zernike_cleaned.csv,0.9482191439317574,0.9938475551535252,0.9766703933629962
